"subject" "activitiName" "instrument" "acceleration" "magnitude" "jerk" "variable" "average"
18 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.287908078035714
18 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.460346465357143
18 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.287594133072946
18 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.576081724196429
18 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0634279329897619
18 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.645439779047619
18 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.560401271071429
18 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.638709118928571
18 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.673541104017857
18 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.748000082321429
18 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.166129799567333
18 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.325508569636364
18 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.239146084154242
18 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.507475350969697
18 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.267752754209091
18 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.287116840609091
18 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.4249573787
18 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.384541202781818
18 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.219034893187879
18 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.938342947454545
18 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.293531973636364
18 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.229934247036364
18 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.266719949997242
18 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.5448438766
18 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0638759548660606
18 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.67832673830303
18 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.492879114545455
18 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.520920205236364
18 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.722949559363636
18 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.753795160281818
18 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.203456189903442
18 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.286076444635057
18 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.298907585338218
18 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.639593966695402
18 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.35785368862069
18 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.404030251724138
18 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.587972672413793
18 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.583628198706897
18 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.153532587683908
18 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.93721180408046
18 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.279146312758621
18 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.37184157
18 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.292585533182184
18 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.507537380632184
18 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0706653952960919
18 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.769504319252874
18 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.511568844655172
18 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.530551385086207
18 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.803922925086207
18 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.848218060086207
19 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.464357236043574
19 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.974133410060241
19 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.476245106541631
19 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.982698458192771
19 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.969109104096386
19 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.963625131506024
19 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.982702952048193
19 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.98006023813253
19 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.244409106746988
19 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.978257264096386
19 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.96626080686747
19 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.963193489036145
19 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.489675752390852
19 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.972894420943775
19 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0642218780583534
19 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.982557252128514
19 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.959444078614458
19 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.956701335481928
19 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.983616484036145
19 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.979786679156627
19 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.459658817160274
19 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.958241411552511
19 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.476499960045854
19 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.985124086598174
19 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.962353321780822
19 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.952278967465753
19 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.985087811369863
19 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.983946228835616
19 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.476947212785388
19 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.966573261552511
19 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.962074065616438
19 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.951755657260274
19 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.482450993910434
19 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.969837083378995
19 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0675277737945205
19 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.98708045260274
19 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.953233906164384
19 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.95048811260274
19 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.988088867534247
19 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.985623864657534
19 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.459177053816667
19 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.961508384931507
19 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.47531610913082
19 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.981417438561644
19 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.964708236164384
19 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.963404226643836
19 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.981102168150685
19 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.979409993767123
19 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.283597249191781
19 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.974233398082192
19 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.960505683561644
19 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.962549342465753
19 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.484201580953151
19 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.958867894908676
19 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0645718763791324
19 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.982225756940639
19 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.950161585342466
19 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.93733729
19 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.98516912390411
19 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.982649005068493
19 "WALKING" "accelerometer" "body" "NA" "NA" "mean" 0.0278117986166026
19 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.0309534422892949
19 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.00351913799890538
19 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.00662479471115385
19 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" 0.0485222867435577
19 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.212093061596827
19 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" 0.0912344915353846
19 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" 0.00668446010192308
19 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.207347193166667
19 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.952566864615385
19 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.0648173438653846
19 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.0993927171359615
19 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" 0.0162398894792628
19 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.117785862819776
19 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0580857888538462
19 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.141656746885897
19 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" 0.00239951309711539
19 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.0817223594278846
19 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.213571400219231
19 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.303818106551923
19 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" 0.209421271788466
19 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" 0.366521298598291
19 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" 0.139246413470085
19 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" 0.267958466959915
19 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.615620937948718
19 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.2481677195
19 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" 0.486447623551282
19 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" 0.383479240534615
19 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.180258647959231
19 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.905656711794872
19 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.644604325128205
19 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.413472376589744
19 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" 0.136396084042735
19 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" 0.0394658559692308
19 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0425869248435897
19 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" 0.0937216334045299
19 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" 0.310992186725641
19 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" 0.13492894950641
19 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" 0.0323385661282051
19 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.0935765248833333
19 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.0340067107062917
19 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.0617031021252083
19 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.0813778081454583
19 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.228266467185
19 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.031123784873625
19 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.2729601635125
19 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.150790461445
19 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.3593659715625
19 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.0737729671
19 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.88482550575
19 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.01738119347275
19 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.177666828025
19 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.0969884230408333
19 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.2540814102175
19 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0632632460333333
19 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.368971204304167
19 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.17522801965
19 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.320767097625
19 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.4249872205375
19 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.5478449755
20 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.46448740996152
20 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.966129918946078
20 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.476117666261782
20 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.982772615882353
20 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.95678509875
20 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.940691765029412
20 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.982182765955882
20 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.979863441985294
20 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.290008282014706
20 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.960403748186274
20 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.960743126176471
20 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.939489444558824
20 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.4871673084875
20 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.977178598627451
20 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0664274780735294
20 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.98583139127451
20 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.965139806838235
20 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.963179756691177
20 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.983934660735294
20 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.981532727279412
20 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.453174377757247
20 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.948711368611111
20 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.474063476896843
20 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.977383140429293
20 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.949825747348485
20 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.939957629848485
20 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.975252520454545
20 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.972567807878788
20 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.38315739964697
20 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.962889178262626
20 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.952738043030303
20 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.937764028181818
20 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.487117727828283
20 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.96130189770202
20 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0611035069833333
20 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.978947030757576
20 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.946486751893939
20 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.942397832878788
20 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.979559314924242
20 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.975151369166667
20 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.438418021059087
20 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.918181717100457
20 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.461042888775037
20 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.953602747031963
20 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.92181622630137
20 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.914661987534247
20 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.948316398082192
20 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.937239702671233
20 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.225386188118584
20 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.960605663013699
20 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.92240685739726
20 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.910672094794521
20 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.453279288329909
20 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.900773609520548
20 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0656931990584475
20 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.939315721780822
20 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.881556351712329
20 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.84640537869863
20 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.938768254109589
20 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.926777254383562
20 "WALKING" "accelerometer" "body" "NA" "NA" "mean" 0.0202829473627451
20 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.00172537175816993
20 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.0428952849486928
20 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.0880520544351634
20 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" 0.0179344313198431
20 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.273432198117647
20 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" 0.00579550956039216
20 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.00499422766921569
20 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.173463692849673
20 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.962060363202614
20 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.039402280578902
20 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.156930391921569
20 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.0306470419967647
20 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.125006809730392
20 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0581147277176471
20 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.202608621141176
20 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" 0.00831047744098039
20 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.116497777508824
20 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.187629294347255
20 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.160919956043137
20 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" 0.0806096939721481
20 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" 0.16496939478363
20 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.046403146319737
20 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.081164338167037
20 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.186869667575556
20 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.0864392680411111
20 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.0237391342911111
20 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" 0.0628782820852222
20 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.204682584451852
20 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.922909587259259
20 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.221851587933333
20 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.172636361444444
20 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" 0.0104029513235556
20 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.0978386976444444
20 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0548395800088889
